,NAME,INDUSTRY,2021-01-27,2021-01-28,2021-01-29,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-08,2021-02-09,2021-02-10,2021-02-18,2021-02-19,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03
002007.SZ,华兰生物,生物制药,17.36,18.62,18.7,30.18,40.2,44.82,44.57,69.18,73.7,71.72,71.46,58.64,51.66,46.7,53.97,42.2,32.11,29.1,26.74,21.32,24.76,27.15,24.51,20.94,16.54,19.24,29.21,39.4,29.98,32.26,34.06,32.08,29.21,34.96,34.4,31.13,27.33,22.63,17.03,17.7,14.18,13.51,10.48,8.45,9.45,13.51,14.2,13.9,13.92,19.91,23.5,19.5,30.54,37.81,35.29,28.49,31.36,32.16,37.86,56.95,50.99,49.11,40.61,38.61,40.17,42.1,49.17,44.72,45.9,50.99,49.83,49.4,50.68,49.63,55.51,61.24,60.7,65.58,57.54,52.81,46.8,44.0,33.09,33.62,35.86,38.89,37.86,39.58,33.01,30.03,21.71,21.47,18.93,22.81,23.25,15.59,17.67,23.4,25.43,25.94,27.33,31.11,27.79,34.5,23.71,15.93,9.27,6.37,7.94,5.93,7.17,7.71,9.02,9.07,11.79,13.54,13.59,9.74,10.35,9.43,14.44,14.69,13.82,12.56,14.08,14.0,14.44,7.94,7.63,7.53,5.14,8.35,11.74,12.07,10.97,14.77,20.78,18.01,18.01,20.01,18.57,19.32,12.77,9.56,11.3,11.23,8.22,7.96
600825.SH,新华传媒,出版业,17.34,23.97,24.53,23.56,24.92,21.6,26.28,21.71,20.91,23.53,23.79,19.88,21.68,29.08,27.79,33.34,34.42,27.43,25.4,23.79,23.4,25.25,24.71,23.97,26.61,24.25,23.76,20.04,14.2,18.47,16.8,9.35,9.32,10.35,9.48,8.61,7.76,8.71,5.88,7.3,7.91,6.06,7.22,8.09,10.04,11.02,13.0,13.59,13.46,16.23,17.06,17.18,18.52,19.27,19.39,17.42,16.59,17.06,17.93,21.42,24.4,29.1,32.03,37.5,46.78,52.32,60.16,59.23,70.51,71.44,71.92,70.97,71.92,76.16,78.86,77.93,72.75,78.17,74.85,72.95,74.9,61.8,63.88,67.09,63.65,68.89,64.68,65.17,63.24,59.75,42.1,43.18,47.06,40.02,43.03,57.54,46.19,45.31,46.85,57.69,54.02,51.73,55.3,52.63,56.67,59.65,58.49,53.76,50.68,52.99,48.68,47.86,44.1,44.77,42.69,43.8,44.41,48.03,45.72,43.64,41.56,32.83,40.92,42.1,47.8,43.1,40.87,38.97,41.97,39.4,39.69,43.08,36.53,26.89,30.03,22.78,25.22,27.43,26.28,27.33,28.36,29.08,28.92,30.9,40.3,42.33,43.59,41.84
603838.SH,四通股份,陶瓷,17.31,22.3,21.04,19.27,16.03,8.68,10.02,9.35,10.07,8.22,8.09,4.6,3.42,4.57,3.24,3.62,4.16,5.03,7.12,7.22,5.57,6.68,7.17,9.61,9.45,12.87,10.61,10.02,11.92,10.92,12.59,14.08,13.25,13.41,10.17,3.85,5.21,6.09,5.86,6.32,7.12,5.99,5.55,7.4,8.32,5.99,8.99,8.66,8.3,11.2,8.22,8.22,6.99,5.99,6.47,6.6,6.11,9.04,9.84,10.4,11.33,12.28,20.5,16.34,26.61,25.46,23.12,24.74,22.99,22.58,21.22,21.47,19.6,21.73,25.25,25.12,29.75,30.85,34.34,30.21,29.31,30.21,32.67,31.95,31.88,28.44,19.75,15.85,15.54,14.98,14.49,14.54,15.87,11.92,17.31,15.87,32.13,27.84,29.36,28.28,28.8,33.34,29.0,30.29,25.25,27.95,36.91,42.77,52.17,63.83,71.0,71.13,68.12,78.47,83.64,79.4,79.27,76.65,75.21,69.77,72.72,63.01,61.88,60.9,61.67,60.85,60.42,58.41,60.98,65.27,65.32,64.27,66.09,70.64,67.84,69.56,69.79,71.13,66.35,72.64,80.5,79.06,45.77,73.77,81.3,86.15,85.51,84.31
600785.SH,新华百货,百货,17.29,20.58,19.7,17.0,13.87,13.15,13.33,14.9,14.15,14.15,16.03,16.49,14.46,14.15,13.97,11.56,12.18,10.58,8.5,11.23,11.33,13.02,12.25,15.36,15.77,19.86,18.49,18.03,16.98,16.54,19.57,20.76,18.31,16.98,21.22,20.88,19.45,19.27,19.14,22.76,21.73,21.68,17.39,19.06,19.7,18.19,15.16,14.15,14.62,16.9,17.47,29.41,39.07,40.66,47.52,42.38,33.19,32.37,20.47,33.98,33.83,35.06,40.82,39.89,39.56,37.48,37.14,33.14,37.25,27.07,18.44,23.5,18.34,23.14,25.76,27.02,28.51,27.2,28.15,25.97,26.07,27.92,30.03,31.03,24.63,25.33,23.25,20.24,22.14,25.92,28.02,25.89,24.89,24.4,33.57,30.7,33.06,39.94,39.48,36.35,35.96,38.4,41.77,46.29,43.9,44.26,40.89,41.41,42.95,43.36,37.48,35.88,43.92,53.38,55.51,49.99,60.08,63.4,67.09,63.86,70.05,63.5,63.29,69.15,74.24,75.93,76.7,75.49,72.9,73.47,71.26,71.1,71.41,68.02,71.77,72.23,71.28,70.77,68.28,69.36,68.69,67.89,69.66,65.3,64.89,66.38,67.71,68.12
300812.SZ,易天股份,专用机械,17.26,18.78,14.03,16.52,16.8,14.15,13.02,13.15,12.02,11.35,12.02,11.74,12.28,10.99,10.48,9.25,6.7,7.4,13.61,13.92,3.88,3.96,3.03,5.65,4.75,3.21,3.6,2.05,3.31,16.44,43.72,40.71,29.51,31.0,30.34,27.49,37.27,30.34,23.97,24.17,28.8,29.21,38.25,32.13,35.27,31.36,24.53,27.84,31.54,28.9,20.06,19.39,17.0,12.07,10.89,13.05,15.34,20.22,10.38,10.92,6.45,9.86,10.63,9.84,10.43,11.25,11.92,14.15,13.92,18.85,15.62,19.62,24.04,25.17,28.0,25.46,23.43,28.26,27.36,0.85,1.13,0.8,0.74,0.69,0.8,0.69,0.64,0.69,0.41,0.44,0.51,0.9,1.28,0.98,1.18,1.8,2.31,2.49,2.26,2.59,2.62,1.98,1.88,2.11,1.82,1.72,2.47,3.85,5.16,4.83,3.54,3.49,2.39,2.7,3.13,6.37,6.34,7.63,11.43,9.3,13.85,16.59,14.36,18.8,29.13,34.73,29.36,25.07,24.04,26.18,16.75,16.95,13.59,14.13,12.28,11.58,13.87,12.28,12.97,14.28,16.57,13.36,10.89,8.63,8.5,9.14,9.66,11.53
603118.SH,共进股份,通信设备,17.24,17.18,16.44,15.54,16.93,11.1,15.23,12.97,14.87,15.46,15.34,15.13,17.52,6.78,9.97,13.56,12.23,16.21,16.49,17.18,16.34,17.11,16.72,18.37,18.91,17.98,22.35,21.99,15.57,14.23,15.52,14.92,15.59,13.54,14.18,12.64,13.28,13.97,14.15,17.8,14.82,14.82,15.26,15.52,15.54,17.65,17.36,15.98,15.85,15.93,15.9,15.77,16.93,17.8,17.34,14.98,16.08,19.8,22.81,25.94,23.79,22.68,15.9,14.36,15.98,14.85,15.39,15.49,14.9,13.92,14.05,13.69,13.0,13.18,13.41,12.82,10.74,11.05,11.07,10.63,11.61,10.02,12.41,12.72,15.23,14.03,14.54,14.92,12.54,14.15,13.0,13.49,15.69,14.08,11.25,18.26,17.54,18.65,26.3,38.4,26.95,53.53,37.45,34.14,29.18,32.24,30.95,28.87,25.69,25.76,23.68,20.34,23.66,29.28,28.67,32.7,29.75,29.95,38.97,50.3,63.14,59.18,59.36,57.56,55.33,60.39,57.33,57.33,58.13,53.04,51.35,54.74,50.19,52.68,50.63,43.64,48.86,41.79,41.25,39.51,37.37,35.11,31.36,34.57,37.3,41.43,37.81,44.0
688026.SH,洁特生物,塑料,17.21,22.22,23.61,29.8,30.18,45.95,56.69,64.78,71.33,70.79,72.08,58.1,71.38,72.69,73.77,69.12,73.9,76.78,81.97,76.88,82.97,85.15,85.18,83.89,74.93,80.84,81.07,82.69,67.2,54.89,59.65,59.52,49.96,39.89,48.88,44.13,34.88,36.63,42.36,47.11,47.7,48.6,55.33,53.35,53.92,53.17,46.72,60.08,65.91,69.77,75.01,77.42,84.05,81.3,83.02,77.6,85.59,88.26,89.13,89.75,85.2,86.57,87.88,89.06,83.89,80.94,87.34,87.31,84.97,86.49,84.1,85.64,85.74,84.36,83.66,89.26,91.32,91.45,91.09,93.94,93.09,91.55,86.93,86.39,86.77,87.8,88.67,89.37,89.57,88.95,90.98,91.63,93.04,93.91,93.78,90.29,91.39,92.53,95.02,96.02,95.92,96.51,96.48,95.12,95.43,96.43,96.99,94.73,91.09,85.1,90.7,92.65,86.72,88.47,89.7,91.11,89.7,88.31,79.3,79.04,85.31,82.89,84.43,82.58,85.62,77.16,68.66,65.43,66.61,64.04,56.85,70.87,72.54,73.57,78.19,77.68,76.93,81.17,54.89,47.16,51.76,50.22,59.57,54.94,61.29,60.65,53.94,55.61
688311.SH,盟升电子,元器件,17.18,22.32,17.65,12.87,5.47,7.73,2.39,1.7,2.93,3.47,3.34,5.47,8.19,5.73,6.96,6.29,10.43,18.52,12.36,11.79,8.37,7.68,6.32,3.39,3.42,8.43,12.23,13.1,6.14,4.32,4.5,6.76,8.78,5.14,5.19,4.19,5.16,5.47,7.68,5.5,4.16,3.47,4.98,5.03,4.96,5.78,6.06,9.74,8.86,12.56,15.72,16.21,16.85,15.1,15.82,14.1,15.67,19.34,16.03,23.27,17.11,15.72,17.29,13.46,7.22,6.6,4.78,4.32,4.91,5.93,7.94,8.17,6.99,5.16,6.88,5.68,8.3,7.53,7.96,12.61,28.85,23.94,25.58,26.87,29.82,30.26,22.55,19.14,12.02,10.35,6.86,8.66,10.89,8.32,7.06,8.25,4.19,3.65,3.16,2.36,3.72,2.77,1.54,1.0,1.31,2.67,5.19,10.27,8.58,7.06,7.47,9.81,15.57,15.18,12.89,11.84,10.69,10.45,15.28,17.42,15.9,15.57,21.53,22.89,19.83,22.53,35.78,48.57,38.17,37.35,39.46,31.52,25.15,28.64,29.77,26.41,32.31,25.3,22.94,21.53,22.78,22.14,20.86,26.43,26.66,22.48,20.19,23.63
002452.SZ,长高集团,电气设备,17.16,21.24,17.72,22.68,24.87,25.1,27.9,28.85,30.82,29.51,28.28,28.31,27.77,28.02,24.53,20.7,23.68,23.38,26.77,28.15,30.49,26.38,27.72,30.64,32.13,33.83,34.63,33.47,50.71,65.17,67.53,62.01,53.53,55.72,47.62,51.17,46.55,47.7,50.22,44.34,40.84,42.36,29.95,32.37,33.01,27.92,23.14,27.79,26.66,27.9,26.3,27.25,27.77,29.69,26.41,28.72,28.67,25.35,26.3,25.48,30.08,33.8,34.65,35.24,28.98,32.49,34.14,36.12,34.34,33.39,32.85,34.01,41.66,39.92,43.05,40.02,38.71,35.29,26.51,25.87,27.07,30.0,31.9,27.56,27.77,29.13,25.97,28.8,31.39,34.86,32.91,31.85,35.76,32.75,32.75,28.1,38.43,42.26,40.2,38.17,41.43,44.26,43.77,42.1,41.64,41.9,48.16,49.6,52.4,50.27,51.19,52.09,50.01,44.18,43.13,45.0,47.39,51.3,66.97,62.86,73.03,68.35,69.28,63.76,65.32,63.4,60.26,59.11,59.85,59.65,66.3,68.17,65.71,65.6,66.14,65.71,66.14,66.35,63.09,60.8,63.19,63.91,62.93,66.86,64.17,60.03,70.38,68.51
600778.SH,友好集团,百货,17.13,18.67,17.8,15.26,18.83,21.35,16.26,15.98,14.36,13.59,13.0,13.28,14.77,14.87,15.31,16.93,18.7,22.17,24.79,23.2,24.71,28.67,22.58,21.55,22.94,22.96,16.83,15.05,18.21,25.46,27.28,31.42,20.19,12.95,9.5,13.97,14.38,11.74,18.47,17.39,12.79,10.4,10.1,10.04,12.38,14.56,15.82,15.8,16.29,17.42,18.34,20.37,19.78,18.91,21.68,24.74,24.02,23.76,23.27,22.91,25.02,44.03,43.57,47.5,45.88,53.3,50.4,49.83,48.63,46.34,43.36,39.4,35.76,41.05,39.48,40.92,40.59,40.97,38.79,37.02,41.61,40.79,40.89,34.75,33.03,36.06,43.98,45.26,46.47,45.26,49.14,48.86,43.8,43.26,46.44,46.49,49.88,54.71,51.79,59.03,56.02,73.57,79.17,74.57,82.25,80.84,81.43,79.37,78.68,79.42,77.22,79.06,78.17,78.96,77.22,76.39,75.75,75.44,74.85,74.67,75.75,72.28,72.33,76.6,74.6,69.15,72.82,70.51,71.74,74.98,77.34,72.59,68.15,64.68,66.74,65.53,65.94,65.58,62.34,65.5,65.89,64.96,65.96,64.89,68.38,68.33,71.82,73.03
688106.SH,金宏气体,化工原料,17.11,19.45,20.73,26.61,25.89,16.59,7.83,6.73,9.94,11.2,10.25,11.69,12.07,9.32,10.2,8.01,7.81,11.92,8.22,9.25,11.94,12.61,15.0,13.02,10.27,15.72,19.09,23.63,16.62,13.67,13.77,11.74,12.1,9.74,11.79,11.61,12.46,14.28,15.34,16.16,20.22,20.42,24.53,30.93,26.89,30.64,37.63,31.83,34.04,29.59,34.6,33.29,35.42,39.35,35.94,41.15,40.12,47.73,40.59,47.62,40.35,37.07,38.4,34.88,28.59,26.74,28.59,31.08,27.9,29.51,32.16,36.32,35.06,32.11,33.16,34.42,34.88,44.03,38.17,50.68,51.99,47.03,42.74,39.92,39.35,41.72,37.89,28.64,17.47,25.1,26.69,49.91,49.55,52.25,27.2,34.73,31.9,38.27,42.05,48.65,36.22,37.61,25.82,22.91,18.73,27.56,35.11,31.44,39.07,46.93,51.09,33.96,33.62,32.47,43.05,42.44,53.94,54.46,58.05,55.2,55.74,62.98,65.81,68.71,64.76,70.72,67.53,72.0,76.01,75.75,75.78,75.85,81.33,82.89,80.02,80.02,78.58,78.04,76.93,76.03,70.1,53.81,59.93,59.49,61.24,47.57,49.22,42.23
002809.SZ,红墙股份,化工原料,17.08,19.09,20.7,18.88,21.89,20.4,16.54,25.2,24.69,26.69,33.34,32.16,34.91,30.82,31.39,29.95,28.36,27.87,27.77,26.18,23.79,27.31,23.48,29.9,27.67,30.23,31.29,28.64,28.44,31.7,32.47,32.8,36.63,35.14,37.55,39.61,36.09,38.07,39.79,45.62,51.32,47.5,52.3,43.36,40.95,37.89,36.32,36.17,35.37,37.84,37.53,36.32,36.14,35.11,35.47,33.01,37.84,40.66,38.02,43.54,45.24,44.98,46.52,44.08,44.16,42.31,39.71,39.87,38.43,35.76,26.61,28.1,27.72,30.31,26.56,26.35,26.97,28.38,28.69,37.5,37.32,43.92,39.28,41.59,43.05,45.41,44.49,42.72,43.69,47.98,46.08,36.3,29.57,31.16,35.09,34.06,35.06,36.89,34.45,32.26,32.93,36.58,37.61,39.35,37.32,37.07,42.23,45.57,38.63,42.15,46.98,47.6,47.57,48.24,48.6,46.72,52.5,57.03,59.03,58.95,59.18,53.94,55.25,53.35,53.12,51.91,58.21,58.23,56.97,56.72,48.88,51.4,52.81,53.51,51.81,52.86,52.71,53.79,52.58,61.75,61.29,59.08,63.16,52.04,52.25,50.4,54.59,54.35
000668.SZ,荣丰控股,区域地产,17.06,17.62,16.67,10.84,9.58,11.33,9.71,10.02,9.02,11.66,9.09,8.37,8.32,10.61,9.99,7.22,8.48,6.94,5.5,5.09,6.5,7.19,6.06,6.24,10.48,10.27,11.76,12.69,11.46,9.27,15.44,15.59,16.0,13.97,13.49,14.56,14.85,14.05,13.67,13.95,10.38,11.02,15.57,14.18,26.23,29.93,24.2,36.32,33.75,37.02,38.84,39.46,39.28,35.73,35.63,37.58,48.65,44.08,52.35,51.09,51.4,49.29,57.51,60.49,65.3,75.85,73.26,80.38,75.29,72.62,72.67,77.01,76.39,80.63,82.4,82.56,85.8,83.77,83.41,85.72,85.87,86.46,86.46,85.28,77.96,71.56,72.23,68.17,73.36,68.82,73.47,54.38,62.7,75.13,79.24,85.31,91.37,90.88,88.44,90.7,89.8,88.67,87.88,86.41,85.38,84.64,80.55,71.9,47.39,55.36,68.97,79.6,76.03,73.85,74.42,77.09,72.18,64.91,69.48,70.9,62.65,55.25,56.49,66.58,71.15,69.59,76.6,73.08,72.46,71.87,71.85,72.87,72.64,70.49,71.26,74.31,73.67,71.77,66.89,63.19,66.5,71.23,62.88,58.23,52.81,56.74,56.15,53.2
002691.SZ,冀凯股份,专用机械,17.03,18.88,16.62,9.97,10.51,10.74,11.43,11.1,12.51,8.04,10.4,12.97,13.2,12.56,12.12,24.43,14.69,17.16,18.88,13.23,17.88,22.94,26.05,26.12,26.95,25.87,23.12,21.42,19.32,10.58,5.91,11.2,16.88,20.4,20.11,19.83,18.62,19.01,20.96,25.02,23.3,22.17,22.73,23.09,23.61,23.38,24.35,23.22,29.08,32.78,30.08,31.24,32.42,31.72,32.34,31.98,29.87,28.2,29.44,30.21,27.0,27.79,28.8,29.77,34.75,38.61,36.35,33.57,28.0,26.48,30.75,34.37,31.65,41.38,41.66,35.5,36.55,34.4,33.32,30.59,33.83,30.57,29.85,27.13,26.97,30.23,33.42,29.44,33.44,32.83,38.74,38.4,36.96,28.46,27.13,24.15,16.03,19.68,23.27,26.92,29.46,34.52,39.46,44.41,48.86,52.94,54.07,54.23,59.05,57.51,50.99,52.89,51.3,54.41,52.81,45.85,50.96,40.38,38.43,39.53,22.58,23.84,41.0,54.38,59.39,52.97,56.59,52.84,51.81,57.92,61.26,59.62,57.92,60.06,62.75,64.89,63.5,62.39,64.76,67.53,68.56,69.28,67.79,66.94,65.78,66.32,67.58,65.84
600645.SH,中源协和,生物制药,17.0,9.38,7.01,5.34,3.98,5.29,6.63,7.4,7.37,7.37,6.06,5.88,8.48,6.01,6.7,10.97,9.12,7.35,5.99,5.39,4.91,5.06,5.37,5.34,4.26,4.8,5.32,12.79,7.83,12.18,16.29,15.1,17.78,16.62,14.44,16.95,16.8,13.23,13.07,15.05,15.54,15.36,18.85,19.24,17.8,16.98,14.82,12.84,14.36,17.16,19.5,23.58,22.27,29.51,42.44,37.27,39.48,35.37,33.01,33.57,36.94,40.74,43.05,36.4,33.96,50.68,53.07,55.87,52.48,53.07,61.14,53.45,56.59,70.41,77.83,80.02,81.63,82.43,81.97,80.53,81.25,80.35,76.83,80.58,83.0,77.88,77.29,78.5,80.53,73.0,74.29,73.93,74.67,71.31,74.67,70.59,74.39,74.39,77.27,77.65,76.75,83.3,84.05,81.58,73.59,75.98,74.26,71.56,70.25,68.61,70.28,69.0,69.77,66.09,67.84,71.95,60.39,32.16,26.77,33.44,38.48,42.15,52.32,51.07,58.34,54.51,57.05,55.97,62.55,58.87,52.2,50.3,41.41,49.34,65.71,67.09,65.22,59.85,55.2,56.79,62.42,63.76,63.58,61.06,62.29,67.17,69.05,65.63
300659.SZ,中孚信息,软件服务,16.98,16.83,21.22,19.6,18.14,14.03,14.41,20.68,21.86,19.6,17.0,12.33,21.65,24.61,21.99,24.97,31.67,37.45,41.25,34.86,36.66,41.43,32.83,22.04,16.36,20.01,20.06,18.19,15.31,11.84,12.95,10.38,10.69,12.43,14.77,17.54,19.91,22.37,22.55,24.87,31.98,47.47,50.58,63.01,45.13,55.36,66.5,66.66,69.56,63.58,62.11,63.32,60.7,62.45,68.76,64.06,64.63,68.64,67.17,66.76,33.93,28.85,23.04,19.52,14.98,16.03,20.04,19.98,20.47,21.24,35.78,27.59,26.28,22.91,29.82,34.16,39.79,36.89,38.45,40.64,27.49,24.15,15.54,13.0,14.49,11.89,10.74,16.75,17.49,12.56,9.04,10.61,10.15,13.13,9.02,8.35,11.56,12.33,9.94,10.63,7.76,7.6,3.8,2.88,2.57,3.39,5.88,9.32,15.05,12.23,11.3,8.17,6.47,6.55,7.32,7.37,3.83,7.76,21.96,22.99,29.93,37.32,23.89,27.72,43.21,44.16,40.17,36.89,40.23,34.78,35.17,55.43,37.97,30.57,37.84,46.03,35.96,36.5,30.21,41.33,36.73,39.15,41.33,48.78,58.59,71.92,72.13,75.6
002205.SZ,国统股份,其他建材,16.95,16.0,19.21,20.47,20.14,16.36,17.36,15.87,20.86,19.32,18.75,16.93,7.5,8.01,12.41,14.72,16.36,18.06,19.14,20.01,19.21,23.4,25.15,26.92,27.13,31.13,32.93,32.7,34.91,36.96,38.81,34.63,33.7,32.62,23.91,22.89,23.4,32.29,30.57,52.2,64.06,46.49,39.66,38.22,39.89,33.78,36.53,39.43,36.3,37.07,36.81,37.32,33.21,31.98,30.75,29.54,26.07,23.07,22.4,23.43,22.25,23.71,25.56,26.59,31.31,34.93,32.73,31.83,30.57,30.67,29.85,30.34,28.33,31.7,37.58,33.78,32.06,33.78,36.6,32.62,33.8,35.35,37.35,34.29,36.19,36.32,37.66,37.99,40.97,40.56,45.31,46.16,50.32,51.17,52.4,51.35,52.68,53.45,50.71,44.26,39.99,40.3,46.16,48.63,52.79,51.43,50.78,54.15,64.19,64.04,66.79,64.12,61.62,61.6,57.77,54.46,43.13,55.79,60.29,56.0,54.15,51.73,54.69,54.33,56.95,54.87,56.13,53.58,49.76,52.63,53.79,53.87,53.4,51.37,53.53,53.79,54.41,53.12,51.45,51.84,53.04,51.53,49.24,47.24,48.93,49.78,49.37,49.04
603332.SH,苏州龙杰,化纤,16.93,16.47,12.82,12.12,12.43,10.87,10.84,10.45,8.66,13.82,7.71,10.04,18.78,19.88,17.18,19.37,21.06,32.11,47.5,51.45,56.28,34.7,31.21,49.37,43.03,25.43,21.96,15.03,15.87,23.35,24.74,18.85,14.13,7.4,3.65,3.16,2.03,1.98,1.93,2.75,3.67,6.19,4.29,4.19,7.71,6.94,8.04,5.11,5.27,5.75,4.39,4.06,3.78,4.06,3.65,3.49,3.8,3.6,2.11,2.54,2.98,2.54,2.9,1.93,2.16,1.72,0.98,0.67,0.87,0.9,0.85,0.87,0.92,0.9,0.92,0.9,0.9,0.85,0.82,0.77,0.9,0.85,0.87,0.87,0.72,0.74,0.98,0.87,0.8,0.69,0.8,0.77,1.1,1.77,3.9,5.86,13.92,24.74,51.09,45.29,49.34,51.68,54.02,59.59,69.3,70.15,73.34,73.95,69.46,70.51,73.52,69.74,58.98,52.61,50.96,55.82,47.08,47.98,50.27,42.2,44.36,44.03,51.04,52.45,58.1,56.08,58.75,56.79,67.81,57.64,62.88,63.37,54.56,52.12,56.9,56.74,54.23,43.9,27.38,18.8,16.08,14.95,16.75,8.22,8.63,12.46,13.97,19.11
002183.SZ,怡亚通,仓储物流,16.9,19.6,19.73,16.8,18.01,24.3,26.25,21.96,38.27,38.2,30.8,29.51,33.26,29.44,28.82,28.46,31.26,36.78,40.28,37.37,47.6,50.42,45.47,47.37,50.45,54.3,50.14,46.03,39.51,39.56,42.36,39.43,44.82,46.83,47.86,43.9,47.14,45.7,43.92,45.67,45.36,47.03,49.73,42.36,34.96,36.19,34.19,39.84,38.15,37.76,46.75,55.38,52.71,59.9,59.36,54.41,57.92,57.18,62.37,65.78,67.2,68.4,71.33,74.11,75.26,75.6,75.8,80.25,80.25,79.76,80.94,79.01,79.04,80.3,80.22,80.04,79.89,76.68,78.89,79.68,81.22,83.95,82.02,84.28,86.15,86.03,84.05,85.36,87.39,82.84,84.82,86.9,88.62,89.55,88.47,88.29,88.39,87.98,87.41,87.98,85.08,87.05,84.84,86.08,86.26,85.41,88.16,84.46,85.95,85.95,85.85,85.13,86.05,88.24,89.67,88.47,86.46,88.85,88.16,87.21,84.9,82.46,82.12,83.35,83.66,80.02,79.19,77.29,69.71,68.79,77.19,77.45,79.22,84.59,86.36,86.05,89.93,92.99,90.16,90.11,89.85,90.11,90.78,89.73,89.83,90.08,90.21,91.04
688181.SH,八亿时空,半导体,16.88,19.75,13.61,10.71,14.82,15.77,19.14,20.34,16.44,14.18,12.48,18.91,18.19,15.62,15.62,17.11,19.73,24.89,31.93,28.23,27.02,34.11,33.14,35.6,31.26,29.85,33.37,34.99,35.11,24.87,27.07,26.41,30.03,29.72,31.52,31.83,30.9,29.59,24.97,29.69,28.15,27.9,31.67,24.66,26.12,24.61,23.02,25.35,28.1,30.36,29.49,29.33,34.86,37.25,30.52,29.0,30.34,40.02,34.78,27.54,26.59,26.48,24.69,22.96,21.14,20.63,22.17,21.6,21.01,21.73,20.4,19.83,20.11,23.25,24.51,24.94,27.82,38.48,35.78,37.94,44.36,24.84,28.02,33.26,32.75,31.52,35.01,43.26,40.3,44.9,45.21,56.18,54.71,56.72,53.07,56.02,45.67,54.74,55.36,53.92,59.54,54.1,51.76,53.97,50.91,46.06,60.85,57.98,59.88,50.94,50.3,41.3,41.82,40.25,44.59,40.64,58.52,51.37,66.63,69.05,66.09,68.76,68.02,69.54,62.21,63.68,60.11,63.99,56.2,53.12,52.4,56.15,53.94,56.74,53.4,47.62,50.99,51.35,43.77,43.36,39.46,28.77,30.57,30.85,32.49,32.01,30.31,35.58
002322.SZ,理工环科,软件服务,16.85,13.74,12.23,16.36,15.87,17.78,11.07,13.13,12.69,14.95,13.28,15.93,10.79,14.62,12.2,10.61,10.87,11.58,13.51,18.31,18.65,18.83,11.79,10.45,14.44,14.9,17.42,24.61,27.54,26.61,22.04,21.4,21.55,25.94,25.58,28.18,22.6,23.43,27.36,22.86,28.28,25.61,20.68,23.89,21.09,20.11,21.71,22.89,22.19,23.97,22.81,20.86,20.27,19.5,20.73,27.2,24.58,21.86,20.94,22.32,24.94,27.74,28.18,25.51,26.64,29.93,24.33,26.77,30.31,30.59,30.05,31.7,32.49,34.52,33.8,30.7,32.75,31.0,30.49,31.03,32.21,39.76,36.32,35.29,40.17,40.89,44.18,47.06,40.38,43.49,43.31,44.18,42.36,40.92,44.64,47.6,50.14,49.32,54.2,55.2,57.44,56.87,57.85,50.42,52.09,38.38,39.64,38.76,36.42,35.99,37.79,35.19,34.14,30.05,33.7,36.76,31.77,33.29,36.4,36.86,39.66,36.84,41.74,37.17,39.38,39.43,37.89,44.05,42.1,33.42,39.17,35.55,38.45,36.35,38.86,38.61,38.89,32.55,28.05,23.81,27.64,24.04,24.38,24.51,26.1,23.99,27.02,22.96
