,NAME,INDUSTRY,2021/6/30,2021/7/1,2021/7/2,2021/7/5,2021/7/6,2021/7/7,2021/7/8,2021/7/9,2021/7/12,2021/7/13,2021/7/14,2021/7/15,2021/7/16,2021/7/19,2021/7/20,2021/7/21,2021/7/22,2021/7/23,2021/7/26,2021/7/27,2021/7/28,2021/7/29,2021/7/30,2021/8/2,2021/8/3,2021/8/4,2021/8/5,2021/8/6,2021/8/9,2021/8/10
000719.SZ,中原传媒,出版业,54.66,30.71,31.82,28.8,26.47,25.97,26.71,24.35,21.6,17.2,17.67,24.22,25.07,31.8,31.69,29.81,29.12,32.03,38.45,45.39,54.93,59.99,54.32,54.08,52.49,51.96,51.46,53.23,55.38,58.43
300081.SZ,恒信东方,文教休闲,54.64,53.76,23.13,8.74,14.41,11.53,19.58,42.58,73.0,61.31,37.76,58.35,58.11,73.5,78.19,71.62,71.04,68.39,58.88,65.77,78.4,66.19,58.82,59.27,35.69,49.52,49.55,51.48,45.6,44.86
688398.SH,赛特新材,矿物制品,54.61,49.28,46.37,47.3,33.44,39.03,38.21,34.87,31.21,34.0,27.98,11.0,13.86,12.06,13.46,16.83,68.57,82.78,82.54,79.68,87.15,81.03,84.76,83.15,89.56,89.45,94.01,96.66,97.38,96.18
603269.SH,海鸥股份,机械基件,54.58,47.01,43.35,53.21,58.27,50.87,52.91,54.82,52.12,50.95,56.07,49.71,43.67,44.49,42.55,49.42,33.36,34.47,33.92,48.07,49.79,48.44,49.31,44.59,43.46,46.79,46.32,46.5,44.62,44.75
002657.SZ,中科金财,软件服务,54.56,47.43,49.63,48.07,39.27,23.9,26.36,14.84,16.85,15.0,10.6,11.71,10.6,12.64,14.02,17.44,24.99,23.61,27.56,24.62,15.47,22.15,20.8,18.26,22.28,24.22,22.73,28.51,23.56,19.13
688058.SH,宝兰德,软件服务,54.53,70.8,56.01,71.86,43.59,54.24,67.12,25.49,55.41,10.07,19.95,9.96,16.14,13.67,19.37,20.64,33.84,22.36,27.11,36.43,21.57,31.77,45.76,44.41,39.11,48.78,27.82,38.92,34.45,55.51
002963.SZ,豪尔赛,装修装饰,54.5,64.33,57.45,53.26,58.88,64.84,62.45,65.0,64.39,73.45,68.92,74.62,81.27,81.24,76.63,76.55,77.58,79.89,70.59,71.54,74.46,67.89,67.57,70.59,69.26,64.04,70.64,68.47,70.54,63.94
000938.SZ,紫光股份,软件服务,54.48,69.63,40.49,57.42,66.96,58.72,73.42,66.38,87.33,84.66,81.11,74.38,87.55,94.2,94.12,93.38,94.97,92.58,92.21,96.63,94.49,89.48,89.03,90.65,91.23,89.69,86.25,95.02,91.57,90.96
688399.SH,硕世生物,医疗保健,54.45,66.19,48.65,33.31,28.7,40.78,24.22,22.34,19.74,9.41,6.68,6.17,4.69,2.6,4.03,9.33,9.22,8.72,7.1,6.86,24.7,25.52,62.8,63.65,73.42,69.1,76.92,64.81,61.26,67.06
002287.SZ,奇正藏药,中成药,54.43,82.03,81.98,75.62,52.54,58.53,58.98,69.0,72.87,78.33,85.9,87.81,84.55,89.69,88.5,86.75,85.88,81.82,72.55,72.89,83.28,62.48,51.56,54.53,76.29,73.82,69.63,59.04,66.24,57.42
002369.SZ,卓翼科技,通信设备,54.4,62.4,56.07,73.79,64.15,61.58,54.77,15.21,30.55,16.38,16.93,15.77,20.48,34.45,41.12,40.83,43.91,50.13,54.13,58.77,58.0,58.51,69.32,62.8,70.32,64.76,69.34,69.08,64.02,74.11
002825.SZ,纳尔股份,化工原料,54.37,57.23,49.15,51.19,51.09,50.9,55.64,51.56,51.03,50.42,57.21,51.48,40.3,55.64,56.28,53.15,50.42,54.82,59.59,60.89,71.94,61.45,52.49,48.46,63.22,67.17,72.63,68.49,80.68,72.76
002654.SZ,万润科技,互联网,54.35,46.32,46.82,54.27,51.99,44.86,42.85,42.24,50.95,35.43,34.02,38.24,30.07,25.07,35.21,48.09,57.26,62.16,73.16,76.47,76.52,78.7,78.27,75.46,72.76,71.04,70.88,72.6,69.71,72.02
600651.SH,飞乐音响,电器仪表,54.32,57.26,38.47,38.05,41.71,29.04,9.78,14.28,18.18,18.63,23.79,17.46,19.77,20.43,27.08,23.77,24.96,24.62,56.49,45.81,46.26,41.49,43.85,39.14,29.62,33.68,34.08,32.41,29.76,33.36
002526.SZ,山东矿机,工程机械,54.29,39.16,40.43,45.68,43.14,45.63,33.23,40.89,35.98,20.35,29.84,29.99,36.46,33.68,28.06,30.05,23.9,29.86,40.04,39.59,41.76,43.03,41.18,46.77,41.55,45.02,52.73,48.68,49.84,52.07
002024.SZ,苏宁易购,电器连锁,54.27,57.53,59.17,54.93,22.44,38.45,28.75,43.93,46.98,79.62,41.79,48.07,51.3,54.98,55.99,54.05,50.4,54.93,59.7,61.08,72.26,62.06,58.06,56.86,36.75,14.36,22.52,14.39,14.44,11.87
300660.SZ,江苏雷利,电气设备,54.24,57.39,59.25,70.67,50.56,45.5,57.15,64.02,69.66,61.87,61.63,71.49,65.02,55.88,56.09,53.95,50.64,55.19,59.22,60.68,71.81,62.27,58.27,99.47,99.68,99.84,99.81,99.58,99.6,99.52
300657.SZ,弘信电子,元器件,54.21,58.0,64.92,77.82,64.44,65.82,85.69,86.72,89.11,87.6,88.0,88.53,88.26,87.07,85.77,87.71,84.29,80.68,82.96,84.0,77.34,76.26,73.37,67.75,67.09,72.71,42.32,40.43,32.59,36.8
600731.SH,湖南海利,农药化肥,54.19,32.14,36.17,42.1,53.92,52.57,55.27,46.48,59.91,63.09,62.32,66.22,70.61,65.02,51.27,38.69,45.28,48.36,54.88,53.87,62.24,54.32,53.68,42.0,38.08,43.38,53.15,48.97,34.79,43.46
002083.SZ,孚日股份,纺织,54.16,63.35,69.93,67.97,65.39,64.07,62.72,65.37,54.93,48.68,48.73,56.65,58.29,53.82,49.18,39.37,45.31,45.34,46.03,27.66,43.83,36.91,26.29,24.01,25.44,26.5,27.66,28.7,36.94,31.77
600268.SH,国电南自,电气设备,54.13,46.29,43.85,54.64,52.73,46.1,46.77,55.41,34.39,39.24,34.68,28.67,26.21,45.34,46.98,47.85,32.33,54.0,78.38,73.29,81.43,80.02,82.72,83.52,87.18,84.95,82.86,80.42,83.31,88.08
603603.SH,博天环境,环境保护,54.11,57.31,59.51,54.0,3.15,5.01,10.1,28.33,23.93,53.07,48.91,47.62,48.46,32.8,39.8,58.29,73.42,70.93,66.16,62.08,59.83,62.43,59.94,50.48,52.2,34.34,31.4,20.51,13.3,16.3
601339.SH,百隆东方,纺织,54.08,73.9,89.08,92.63,95.1,91.02,84.23,86.51,54.82,81.74,82.88,89.59,85.19,87.52,78.86,86.14,84.98,68.63,82.25,86.86,77.66,44.65,13.91,19.9,11.37,29.73,39.64,49.21,46.79,41.52
000507.SZ,珠海港,港口,54.05,52.54,33.86,42.4,54.16,49.5,49.18,56.36,48.3,57.95,57.15,50.58,66.3,64.12,61.71,54.4,56.73,80.37,86.96,81.88,83.36,85.24,86.38,88.55,94.73,92.61,94.25,91.36,91.26,91.49
600093.SH,*ST易见,仓储物流,54.03,57.71,59.22,54.45,56.04,55.09,58.03,56.39,50.13,43.22,42.29,48.22,52.09,55.38,55.96,52.84,50.05,55.51,59.06,60.73,72.18,62.19,58.53,56.84,56.17,0.0,0.03,0.03,0.08,0.21
000819.SZ,岳阳兴长,石油加工,54.0,55.3,62.56,67.33,66.08,63.96,57.05,58.88,50.61,52.7,48.75,56.33,59.96,61.39,48.83,56.17,55.46,53.97,59.41,60.17,60.17,57.95,61.47,54.5,61.58,59.19,70.03,66.93,65.53,73.08
600108.SH,亚盛集团,农业综合,53.97,52.44,57.79,46.45,43.22,55.14,59.43,58.06,61.18,61.61,56.39,59.25,61.84,68.65,61.92,56.52,61.66,71.83,79.23,76.97,76.55,83.55,78.88,80.15,78.96,76.79,81.61,76.63,76.21,76.74
600112.SH,*ST天成,电气设备,53.95,58.24,99.74,99.63,99.71,99.68,99.74,56.92,50.16,42.74,42.71,47.59,51.88,55.62,56.65,52.97,50.58,54.88,59.14,60.63,71.7,61.98,21.28,4.43,1.06,0.53,0.56,56.17,57.45,56.04
600766.SH,*ST园城,黄金,53.92,58.06,95.68,96.98,97.93,94.91,94.06,90.59,76.18,57.34,65.21,62.51,50.79,55.51,55.8,53.34,50.37,55.46,59.51,61.0,72.28,61.82,22.13,10.97,3.68,8.88,4.74,13.54,34.23,31.29
600811.SH,东方集团,农业综合,53.9,57.37,59.19,54.77,56.17,55.11,57.9,56.54,49.81,42.9,72.52,65.29,46.66,58.0,46.26,41.81,46.26,47.06,50.42,45.87,71.86,61.47,58.0,57.34,56.78,55.35,54.4,56.33,57.0,56.07
603618.SH,杭电股份,电气设备,53.87,37.6,47.32,38.98,45.1,26.42,24.8,27.19,25.97,17.49,19.05,26.97,9.88,12.19,16.69,16.69,20.01,23.0,27.5,39.45,24.32,33.25,34.37,34.82,28.8,30.9,30.6,30.47,27.05,30.76
600795.SH,国电电力,火力发电,53.84,37.55,39.3,40.43,39.0,32.03,41.44,36.51,21.22,26.52,18.73,24.38,29.78,32.06,36.09,25.38,28.11,33.12,30.07,35.24,37.94,36.3,44.62,42.93,46.37,52.73,54.53,56.2,61.13,54.35
600136.SH,当代文体,影视音像,53.82,57.98,4.19,3.92,1.96,2.04,1.8,1.93,1.75,5.33,14.84,14.52,14.18,62.37,84.29,84.68,87.31,79.46,63.73,66.98,70.88,61.21,55.88,61.69,61.55,79.04,69.93,58.51,55.22,34.1
600794.SH,保税科技,仓储物流,53.79,55.94,50.69,53.18,46.61,41.57,38.45,39.45,35.32,31.05,31.0,31.82,35.53,35.45,34.0,34.08,35.72,38.5,33.31,34.58,37.12,33.47,42.9,38.1,42.71,42.0,43.22,41.6,46.4,47.24
688010.SH,福光股份,电器仪表,53.76,39.27,38.63,41.52,37.1,52.65,55.7,49.47,52.68,53.18,31.4,23.03,13.51,14.39,32.33,31.72,56.36,61.02,62.82,71.14,59.09,71.14,76.07,75.09,73.77,78.38,82.91,80.13,74.62,75.44
002267.SZ,陕天然气,供气供热,53.74,52.2,51.17,48.57,47.01,32.41,38.26,37.52,29.92,19.74,21.62,25.2,19.13,28.93,31.64,33.02,29.07,42.5,53.68,60.2,64.07,57.87,47.09,44.65,49.47,46.32,48.3,58.61,81.48,79.6
002131.SZ,利欧股份,互联网,53.71,53.26,55.64,48.68,58.08,52.84,38.58,45.68,49.63,68.07,74.88,64.86,62.88,64.57,61.42,68.52,70.75,70.35,70.83,63.41,68.49,63.04,60.76,63.3,58.93,54.95,55.67,55.09,49.47,26.39
600297.SH,广汇汽车,汽车服务,53.68,55.75,54.77,44.65,67.22,68.73,73.71,71.7,63.17,69.13,67.65,73.37,76.5,73.11,36.62,36.99,33.81,52.36,38.16,46.29,43.85,47.09,50.03,54.64,32.17,42.77,29.33,28.3,31.16,26.36
002952.SZ,亚世光电,元器件,53.66,67.09,65.9,70.32,81.32,78.78,70.75,70.01,68.76,43.32,32.49,23.71,25.86,29.6,35.08,29.2,27.05,28.01,29.94,35.8,31.72,22.13,23.64,26.82,13.43,17.01,28.48,30.63,26.31,50.93
002668.SZ,奥马电器,家用电器,53.63,55.67,58.69,55.46,52.2,49.81,26.07,30.31,14.39,8.74,5.56,16.0,18.15,23.93,17.38,20.77,23.21,22.13,34.79,37.25,41.26,36.83,52.97,52.68,53.39,42.05,45.79,45.18,41.55,36.94
000809.SZ,铁岭新城,区域地产,53.6,43.85,32.22,39.72,42.61,37.52,27.87,40.12,28.09,23.58,26.5,29.23,30.29,27.64,31.45,31.37,33.17,51.22,48.49,60.78,69.05,55.72,62.59,53.66,54.66,53.55,57.66,48.3,47.48,50.03
688368.SH,晶丰明源,半导体,53.58,57.76,59.33,87.6,96.32,98.04,98.86,98.49,97.51,94.62,97.01,96.0,96.4,55.59,56.12,53.71,50.32,54.95,59.91,60.7,71.65,61.76,58.56,85.9,39.61,28.99,18.34,31.03,55.03,45.34
300717.SZ,华信新材,塑料,53.55,58.11,59.14,76.97,77.05,74.59,61.29,66.67,66.38,77.11,67.06,55.41,53.74,61.29,50.61,55.94,67.54,67.44,76.68,87.84,93.91,94.54,90.94,83.89,87.49,77.0,72.58,76.47,82.22,75.68
600686.SH,金龙汽车,汽车整车,53.52,39.19,49.52,55.33,65.05,60.33,57.87,68.42,75.52,75.3,67.04,72.1,71.46,70.54,67.59,70.22,66.53,68.34,68.55,75.62,79.12,79.01,78.93,80.98,75.57,80.5,84.71,73.4,66.67,64.39
002757.SZ,南兴股份,专用机械,53.5,56.89,59.94,50.98,59.59,60.68,61.74,69.24,62.08,72.47,70.35,63.57,69.18,69.87,67.65,68.2,71.33,73.77,72.79,63.96,67.75,65.42,69.13,71.86,68.02,66.83,68.26,60.2,65.98,55.43
300282.SZ,三盛教育,文教休闲,53.47,78.93,87.1,90.3,91.97,88.37,79.94,66.22,70.88,73.61,55.01,51.7,17.54,55.14,65.58,68.34,71.57,64.07,33.89,31.03,28.4,15.79,9.04,5.17,7.1,13.96,11.26,16.67,15.05,16.19
300530.SZ,*ST达志,化工原料,53.44,58.13,59.62,54.53,56.6,59.22,12.69,15.55,79.2,11.34,2.38,7.26,4.98,24.67,89.67,83.86,85.93,90.01,90.99,58.4,72.05,62.03,57.98,57.29,56.65,54.9,75.15,87.33,67.59,75.04
601015.SH,陕西黑猫,焦炭加工,53.42,57.92,59.41,54.13,56.07,54.85,2.86,18.07,9.8,9.25,4.93,4.95,8.98,4.32,1.78,1.48,1.43,23.95,50.11,48.68,72.02,62.08,58.45,57.0,56.73,55.25,80.45,79.15,78.7,68.15
002693.SZ,双成药业,化学制药,53.39,63.38,60.47,60.47,60.39,37.81,43.38,45.23,37.49,37.2,41.92,55.94,47.77,50.45,56.52,59.86,45.12,51.48,52.15,42.34,43.46,36.54,38.13,41.47,54.93,48.97,53.71,51.3,52.49,56.94
600339.SH,中油工程,石油加工,53.37,40.89,52.91,52.97,54.11,53.15,38.31,45.87,27.77,22.39,9.7,13.65,27.98,30.55,17.65,18.68,17.01,21.3,31.64,43.14,47.59,44.89,39.48,35.74,36.43,38.82,41.1,45.87,45.87,44.28
002212.SZ,天融信,软件服务,53.34,45.52,21.91,17.09,19.61,15.47,28.83,23.82,58.77,67.59,61.08,62.32,58.69,46.4,46.13,55.72,54.53,54.77,68.07,67.06,51.64,52.36,56.15,58.37,67.17,63.96,59.75,61.9,32.54,13.7
600460.SH,士兰微,半导体,53.31,98.73,98.97,99.23,97.77,97.01,98.12,98.12,98.22,97.4,96.48,93.99,87.76,73.13,81.69,75.52,81.98,81.45,88.95,90.25,72.23,93.32,89.24,74.19,68.6,78.54,69.58,69.0,43.06,53.63
002209.SZ,达意隆,轻工机械,53.29,48.44,54.85,63.75,63.25,66.93,66.27,65.85,59.83,48.25,48.41,33.81,37.92,30.47,29.65,26.23,30.79,38.58,35.59,36.27,31.96,41.76,40.91,37.18,44.3,45.05,50.66,51.72,61.1,63.8
600310.SH,桂东电力,水力发电,53.26,49.21,21.2,21.83,22.81,17.59,13.86,20.46,13.54,20.77,27.34,36.59,50.03,60.02,57.6,25.33,17.22,22.73,30.31,37.76,38.26,30.92,29.2,39.48,28.25,34.74,37.18,32.38,38.13,41.65
000534.SZ,万泽股份,生物制药,53.23,64.84,55.67,51.88,55.48,62.08,55.88,47.8,28.46,13.99,11.98,7.53,19.24,12.93,37.04,39.75,39.85,56.15,67.78,57.23,70.35,63.99,67.7,76.63,77.93,77.34,88.29,88.45,83.44,92.21
300471.SZ,厚普股份,专用机械,53.21,10.23,5.25,2.99,4.08,10.25,17.81,58.8,72.89,84.37,66.48,61.1,70.8,83.04,96.82,95.02,93.48,93.48,97.01,96.45,96.61,98.12,99.07,98.99,99.13,98.65,98.73,98.83,98.78,97.85
603970.SH,中农立华,其他商业,53.18,51.19,70.11,59.43,32.49,23.66,24.85,38.24,42.74,24.54,35.19,11.47,8.9,26.76,77.58,79.33,66.67,71.46,69.29,64.71,37.89,30.52,16.98,23.77,18.81,19.58,19.21,13.96,12.98,13.3
300564.SZ,筑博设计,建筑工程,53.15,48.83,58.72,56.44,64.97,62.14,57.02,56.12,53.74,62.64,72.05,74.96,68.76,62.08,61.69,74.7,68.2,46.58,55.03,44.54,45.34,47.06,36.09,37.84,37.52,43.61,43.38,43.88,41.79,33.73
002043.SZ,兔宝宝,其他建材,53.13,51.91,65.98,65.24,73.53,75.52,69.58,66.51,56.23,72.28,77.72,71.7,77.72,81.29,85.11,79.17,76.21,67.04,63.99,67.81,66.32,58.85,52.46,58.21,51.06,56.57,57.82,66.51,77.58,71.36
000096.SZ,广聚能源,石油贸易,53.1,58.61,61.58,58.64,58.03,36.59,20.54,19.85,10.49,3.39,2.31,5.06,17.51,17.04,12.77,19.71,27.5,23.26,27.9,23.74,20.51,21.44,22.6,20.43,18.28,20.77,18.89,27.87,29.44,25.09
002836.SZ,新宏泽,广告包装,53.07,45.18,48.49,56.97,47.99,46.5,32.91,29.15,30.37,22.44,47.38,38.5,16.35,15.02,15.34,19.08,12.53,18.26,16.91,24.38,22.13,26.71,26.92,19.48,18.79,19.21,28.51,28.75,23.0,28.64
600273.SH,嘉化能源,化工原料,53.05,33.94,40.89,38.47,48.83,46.18,35.8,39.93,43.22,62.51,59.64,71.28,79.23,82.43,81.37,77.4,69.93,72.42,74.67,72.1,70.83,73.11,74.56,76.31,71.75,74.3,80.92,78.25,80.13,75.65
002364.SZ,中恒电气,电气设备,53.02,54.4,64.36,62.77,62.16,17.89,30.71,33.23,42.02,55.06,55.8,81.19,91.04,82.7,80.5,77.82,78.3,74.72,81.9,84.76,79.33,79.52,79.84,85.93,84.13,91.97,93.32,94.52,93.83,91.34
000728.SZ,国元证券,证券,52.99,47.83,45.15,34.47,36.01,38.08,43.88,35.96,38.9,33.52,28.86,36.96,36.94,38.82,42.0,41.68,40.2,40.01,40.51,35.85,36.22,40.33,36.17,40.94,36.41,34.18,32.91,35.85,34.55,36.49
002298.SZ,中电兴发,软件服务,52.97,50.58,56.78,58.32,65.66,50.4,45.92,26.5,51.51,43.51,46.61,40.14,34.13,48.57,52.15,59.41,57.66,62.9,71.6,70.54,69.79,70.96,76.89,84.29,79.65,80.58,81.66,81.0,72.1,77.08
002380.SZ,科远智慧,电气设备,52.94,84.66,77.95,76.5,77.03,74.99,71.81,63.7,60.52,65.71,59.7,60.97,61.69,62.45,60.89,67.38,63.8,32.41,31.08,29.78,36.3,9.59,16.19,21.6,14.36,16.67,18.18,22.47,25.7,24.32
601138.SH,工业富联,通信设备,52.91,61.21,48.09,53.31,44.81,40.75,39.14,32.3,30.1,21.14,16.45,20.48,14.65,22.66,32.35,23.29,16.53,25.2,30.5,27.53,28.01,22.84,35.85,45.95,44.46,48.6,49.58,53.47,58.03,59.3
300107.SZ,建新股份,化工原料,52.89,28.54,41.68,56.92,54.0,65.85,63.35,66.59,59.33,54.35,48.81,46.77,54.82,67.91,51.03,61.66,63.62,68.57,74.01,66.8,59.8,67.3,72.58,68.49,71.62,66.56,67.36,63.99,71.17,80.98
603928.SH,兴业股份,化工原料,52.86,53.84,51.7,61.34,58.32,59.75,55.01,60.73,65.69,61.66,60.12,63.41,63.51,58.88,58.13,60.33,59.94,59.38,56.47,52.23,57.92,54.11,56.25,46.42,48.04,53.74,53.58,46.98,51.32,51.43
002249.SZ,大洋电机,电气设备,52.84,8.43,8.56,5.96,6.23,5.54,13.12,20.54,65.74,69.74,78.25,83.12,91.68,91.18,92.98,94.3,96.71,96.18,96.37,94.75,95.84,96.87,95.84,95.65,95.81,96.37,95.6,96.13,90.99,86.14
601398.SH,工商银行,银行,52.81,63.94,66.69,57.02,33.39,28.64,30.34,23.79,13.88,10.25,7.95,11.95,13.43,17.46,16.56,15.21,11.69,14.44,22.42,21.83,35.21,18.47,15.42,15.13,25.83,24.38,27.0,31.85,38.31,38.66
600830.SH,香溢融通,多元金融,52.78,46.05,41.2,54.16,59.72,51.43,50.24,51.59,52.78,59.67,55.09,54.74,50.19,51.03,47.4,43.91,43.14,38.9,39.3,33.68,28.48,30.55,30.92,24.62,19.82,27.37,30.79,33.57,25.07,25.01
603922.SH,金鸿顺,汽车配件,52.76,62.51,60.07,62.4,54.24,39.0,42.63,40.06,42.13,34.68,37.52,35.37,44.75,53.29,57.9,56.6,48.49,57.21,57.58,79.12,88.05,78.14,73.24,72.39,73.29,82.91,90.46,89.43,91.73,91.57
002583.SZ,海能达,通信设备,52.73,49.52,49.13,49.21,49.97,35.32,43.19,20.85,32.7,22.55,16.56,17.44,14.57,10.68,12.45,11.87,11.76,15.13,24.91,28.4,28.19,26.29,21.65,30.15,26.31,27.58,26.31,34.34,25.73,45.12
601002.SH,晋亿实业,机械基件,52.7,54.45,49.68,51.91,53.76,52.12,54.27,54.27,44.25,44.73,32.59,42.16,47.27,44.57,48.46,48.38,43.8,44.33,43.3,46.79,51.17,49.55,51.85,53.55,53.07,53.34,49.68,52.86,55.62,53.5
600444.SH,国机通用,专用机械,52.68,67.49,72.47,78.56,74.4,90.2,95.12,95.65,94.41,95.92,96.66,95.79,95.87,96.16,94.54,96.34,96.53,95.23,93.75,94.38,93.03,89.3,88.58,91.39,94.36,91.79,78.38,67.01,86.99,66.91
600452.SH,涪陵电力,水力发电,52.65,31.51,63.17,59.88,57.76,55.27,55.62,60.28,54.48,67.2,86.27,83.44,74.11,74.32,66.22,63.67,63.22,64.33,53.9,59.22,53.23,58.16,53.42,59.17,52.62,56.54,58.43,51.56,60.12,54.37
000550.SZ,江铃汽车,汽车整车,52.62,56.41,43.75,51.8,51.51,55.19,61.66,83.09,83.39,75.6,87.92,90.01,18.42,9.96,5.56,2.73,3.74,4.93,2.97,6.7,5.56,3.74,5.35,5.11,3.44,11.26,38.92,8.29,3.23,2.89
002611.SZ,东方精工,轻工机械,52.6,58.19,57.53,46.48,40.3,29.73,34.82,58.93,55.19,60.65,59.88,61.71,62.35,72.55,68.04,69.55,65.79,70.27,71.99,83.04,75.89,73.21,74.09,81.69,82.22,81.43,84.37,77.34,75.68,69.55
002347.SZ,泰尔股份,机械基件,52.57,43.48,52.94,64.39,61.0,63.83,65.95,58.43,63.75,67.99,61.55,64.73,67.59,64.52,63.2,61.53,62.35,62.75,64.71,71.52,60.97,68.44,70.54,68.26,66.59,68.73,69.21,74.14,78.38,75.86
002603.SZ,以岭药业,中成药,52.54,81.21,74.72,69.21,42.16,0.45,0.32,0.34,0.4,0.48,0.37,0.34,0.42,0.48,0.53,0.48,0.45,0.37,0.26,0.29,0.58,0.21,0.4,0.4,0.77,67.7,78.14,70.48,71.67,62.69
601011.SH,宝泰隆,焦炭加工,52.52,37.76,41.97,55.67,38.31,48.25,38.05,51.54,46.58,51.48,44.7,53.84,56.54,62.43,70.75,70.11,72.5,71.41,84.26,82.62,88.95,84.84,83.62,78.96,74.09,86.27,91.94,90.49,91.34,90.01
002740.SZ,爱迪尔,服饰,52.49,62.69,65.05,74.32,79.2,35.08,25.36,30.18,58.56,42.13,48.6,74.85,67.28,72.26,72.34,70.14,59.88,60.84,61.74,56.12,64.65,56.04,49.74,30.63,38.92,46.26,44.04,34.87,28.14,36.12
000504.SZ,南华生物,生物制药,52.46,39.14,52.76,46.24,54.74,46.82,47.67,45.65,71.22,62.69,62.37,56.7,65.08,24.06,34.74,31.05,28.35,59.51,50.26,39.61,47.51,56.84,60.04,58.19,55.62,54.37,61.76,59.3,20.99,20.19
000665.SZ,湖北广电,影视音像,52.44,51.56,41.26,51.3,52.07,33.47,38.29,36.01,5.51,3.02,13.17,18.44,25.38,31.05,20.4,16.67,20.48,18.87,20.75,22.5,30.84,27.53,31.21,27.0,27.98,24.4,24.85,20.83,20.24,18.31
600315.SH,上海家化,日用化工,52.41,75.76,72.76,67.17,50.58,65.69,50.42,52.2,35.85,41.6,28.22,38.05,17.09,22.07,12.51,13.86,23.4,42.26,22.31,7.9,17.09,7.87,7.63,14.68,23.48,23.77,26.1,19.0,34.31,29.44
603305.SH,旭升股份,汽车配件,52.38,54.05,46.32,33.36,59.19,42.45,72.84,75.12,75.46,67.51,64.44,58.13,41.52,24.83,39.85,45.15,45.1,48.49,44.46,58.27,56.23,62.61,77.95,90.28,91.55,93.53,90.73,89.27,87.81,88.55
601808.SH,中海油服,石油开采,52.36,20.93,33.57,31.69,26.18,34.55,8.88,14.44,11.29,9.8,3.97,7.82,17.94,15.05,8.77,7.84,10.44,8.77,15.39,16.3,15.5,15.63,10.28,11.0,7.37,9.59,11.13,12.67,14.07,13.51
603660.SH,苏州科达,通信设备,52.33,52.57,50.48,46.53,42.29,45.39,48.6,33.52,54.43,48.2,52.49,49.13,48.83,45.87,57.23,56.49,57.53,55.06,62.08,60.76,52.7,52.15,51.59,53.68,55.03,52.62,48.28,51.09,38.37,39.8
600021.SH,上海电力,火力发电,52.31,47.19,46.4,47.22,50.87,47.56,54.37,53.05,39.56,44.81,51.72,53.47,61.76,57.87,54.21,52.09,59.04,58.27,49.39,55.56,61.13,55.67,57.31,58.9,56.12,57.15,55.72,58.03,59.35,51.96
601068.SH,中铝国际,建筑工程,52.28,11.47,14.76,32.51,38.21,75.94,63.43,77.13,72.13,79.73,72.23,77.53,79.68,75.57,74.38,87.76,88.9,90.7,89.06,88.13,91.26,89.93,91.81,93.46,92.34,83.02,88.45,84.0,87.65,76.31
000712.SZ,锦龙股份,证券,52.25,58.66,32.78,30.82,60.6,68.04,57.53,73.03,75.49,73.4,68.34,72.5,69.1,71.04,78.93,76.92,75.36,56.92,42.69,48.65,52.78,62.64,60.6,61.29,41.23,44.12,46.37,30.13,32.17,44.67
603798.SH,康普顿,石油加工,52.23,44.22,35.69,50.4,47.09,46.42,32.72,40.25,46.26,45.92,18.42,15.61,19.95,31.74,35.0,38.31,39.83,31.8,42.05,47.51,34.29,41.12,35.96,31.45,32.51,30.29,32.3,32.3,35.19,35.61
600227.SH,圣济堂,化学制药,52.2,70.4,60.65,49.1,44.54,46.45,25.7,31.45,39.75,44.17,50.66,42.63,55.64,53.37,61.34,60.15,66.98,61.53,55.48,28.7,31.24,20.88,24.75,41.57,49.42,36.17,36.12,43.59,45.05,63.12
603693.SH,江苏新能,新型电力,52.17,37.33,32.51,51.32,58.53,59.49,51.56,60.12,54.9,85.93,88.13,85.8,83.49,82.46,78.64,81.96,82.94,85.43,58.37,67.83,64.73,68.23,81.9,78.99,74.48,76.84,76.29,78.7,86.57,67.17
002016.SZ,世荣兆业,区域地产,52.15,55.91,54.48,59.09,66.67,60.76,56.54,58.82,49.15,55.8,55.41,43.53,58.4,56.78,45.63,32.3,43.24,56.49,57.76,29.25,39.22,40.49,39.24,42.24,54.35,49.5,47.43,39.88,41.41,29.65
002909.SZ,集泰股份,化工原料,52.12,62.98,59.01,50.45,52.65,45.44,52.33,57.31,38.84,34.45,48.15,46.05,33.09,0.56,0.45,0.45,0.61,0.64,0.66,0.66,0.66,0.53,0.61,0.53,0.53,0.66,0.5,0.4,0.5,0.56
002192.SZ,融捷股份,小金属,52.09,80.6,89.85,93.61,95.28,97.75,97.59,99.02,99.47,99.81,99.79,99.71,99.28,98.99,99.13,99.28,99.63,99.55,99.58,99.66,99.76,99.76,99.71,99.55,99.31,99.26,98.36,96.0,89.45,61.05
603012.SH,创力集团,专用机械,52.07,56.62,60.86,67.89,69.93,63.86,65.63,57.9,55.11,55.19,39.53,34.76,34.53,25.46,24.38,21.89,26.44,27.56,33.76,30.9,31.61,35.29,34.66,23.64,23.5,27.03,20.91,30.07,33.65,28.93
600841.SH,上柴股份,机械基件,52.04,72.36,81.53,76.82,70.43,69.82,64.44,62.48,67.94,66.22,77.16,83.2,59.06,53.07,66.85,67.54,50.16,75.04,73.77,55.51,70.3,57.07,37.28,47.91,50.61,53.52,57.0,67.7,67.01,72.18
