,NAME,INDUSTRY,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-08
000988.SZ,华工科技,电器仪表,57.42,64.07,72.94,68.22,65.66,67.94,77.97,87.35,86.79,86.86,84.81,83.29,82.57,85.46,82.85,82.5,78.98,79.96,82.22,86.75,86.07,87.96,79.98,81.1,77.88,80.59,74.69,60.34,52.31,77.16,85.91,87.26,90.43,89.8,89.03,90.64,93.07,94.68,93.7,92.11,92.21,90.39,93.3,93.68,95.26,93.63,89.27,88.22,89.78,80.26,60.2,47.41,36.05,37.17,26.32,18.78,14.68,16.99,14.72,15.0,12.9,12.37,14.14,16.05,9.82,12.58,23.24,35.65,35.74,22.0,19.67,24.57,51.75,60.78,76.46,85.46,83.85,84.86,81.89,84.74,87.63,91.58,95.19,92.02,93.05,93.44,93.63,90.27,93.72,95.05,95.8,95.19,88.52,80.94,84.55,73.33,73.26,69.48,69.37,67.69
300251.SZ,光线传媒,影视音像,57.4,19.6,14.93,20.35,18.85,16.52,14.51,9.19,9.03,7.89,7.82,6.74,6.21,7.49,8.82,7.4,4.6,5.18,3.03,2.73,2.57,11.46,12.6,6.98,7.07,9.5,17.66,16.17,14.19,14.42,18.48,17.5,16.08,11.83,8.61,9.87,16.43,11.62,10.22,11.64,18.06,6.86,6.63,7.65,9.33,5.69,6.16,11.27,13.37,21.3,19.48,28.07,28.63,46.57,45.33,43.96,49.09,52.12,76.78,73.59,80.87,80.12,75.29,83.76,78.32,79.77,72.33,68.62,71.0,61.71,67.43,48.93,66.75,64.44,79.7,79.84,77.23,81.82,49.44,38.68,33.08,30.52,46.48,67.94,67.73,64.09,54.13,58.96,56.42,45.59,47.48,65.07,62.04,59.61,27.62,41.88,43.72,38.8,71.19,79.93
600114.SH,东睦股份,机械基件,57.37,66.8,71.79,60.24,59.43,59.29,62.6,60.1,69.23,63.63,55.02,65.49,67.15,69.55,51.75,38.73,40.06,41.34,50.37,68.55,74.69,66.19,56.65,62.86,69.65,69.32,69.11,81.1,89.2,94.56,94.28,93.51,93.75,92.21,89.85,92.11,92.02,91.74,92.11,87.12,86.56,90.27,91.74,92.21,89.59,87.03,65.52,50.68,13.63,4.13,3.59,3.9,4.99,5.69,8.24,8.35,17.01,25.38,25.9,46.24,29.12,24.69,31.68,24.62,26.78,25.13,60.78,59.29,70.37,68.13,59.52,46.38,50.75,45.82,48.13,43.0,23.52,30.07,24.71,17.97,23.08,21.4,26.92,36.89,72.47,81.24,83.88,92.46,93.47,93.26,96.17,95.33,93.56,92.65,91.79,91.58,93.3,90.48,92.35,94.26
600353.SH,旭光电子,元器件,57.35,59.57,67.41,65.4,64.79,71.16,70.65,87.87,93.4,88.24,81.1,73.08,79.65,77.32,83.32,73.17,72.87,71.02,68.5,64.89,62.16,72.98,67.55,61.39,55.83,55.06,61.34,32.71,6.23,21.93,54.39,69.18,65.0,66.96,67.34,74.78,74.64,71.56,75.22,79.21,78.63,66.99,74.31,74.15,75.64,70.39,64.42,45.43,50.42,69.34,88.31,70.21,60.8,62.58,48.32,46.06,42.6,46.03,38.99,41.13,36.14,47.01,50.79,44.21,42.02,59.82,54.83,57.79,60.17,35.79,14.47,28.74,37.73,34.79,28.37,25.94,26.27,31.73,32.06,30.59,31.87,32.36,23.36,26.22,36.7,20.16,20.16,26.55,24.87,30.84,24.17,21.16,15.0,23.15,39.52,47.83,59.52,50.61,49.56,49.21
002522.SZ,浙江众成,塑料,57.33,58.45,24.9,25.48,19.62,25.85,60.29,60.24,64.98,64.82,66.01,66.1,57.61,61.71,77.72,74.2,66.66,73.87,71.07,62.23,67.94,75.29,81.15,78.91,80.17,80.73,66.8,70.67,64.56,71.33,74.73,78.6,73.08,71.47,59.89,61.08,61.34,49.04,53.22,47.67,68.2,66.29,66.26,69.69,74.97,81.1,84.16,84.44,86.35,83.2,82.41,69.51,75.34,85.32,85.74,84.79,86.14,83.81,82.29,84.27,65.1,74.36,67.59,61.81,60.97,40.99,49.84,76.85,80.75,79.21,78.23,85.95,90.55,78.53,75.78,73.22,47.97,60.92,75.8,72.89,64.77,43.28,51.33,54.2,72.03,78.91,66.82,30.07,28.95,31.89,15.7,10.78,2.78,7.91,39.59,53.73,76.18,84.88,83.69,75.48
600685.SH,中船防务,船舶,57.3,45.45,48.2,31.22,24.94,38.05,44.82,59.66,52.19,50.4,47.41,40.34,42.39,48.9,50.79,58.77,48.55,63.72,39.87,50.75,52.4,57.61,41.23,46.1,55.25,60.9,57.82,35.37,40.6,38.08,51.42,79.68,72.66,62.41,66.87,55.93,66.73,55.25,57.98,69.6,64.37,71.86,79.72,77.74,67.71,66.59,66.29,70.23,74.41,71.75,67.27,18.18,22.87,61.88,56.98,57.14,51.45,38.66,61.99,29.28,27.95,22.89,20.81,22.05,39.69,39.57,47.67,39.36,35.23,36.21,36.3,50.75,58.31,44.49,42.42,52.31,45.82,61.64,37.94,48.86,61.83,67.76,65.45,66.75,53.8,43.98,36.14,48.76,59.05,53.34,40.46,30.12,21.93,20.67,25.01,67.36,53.5,54.81,50.16,49.98
002361.SZ,神剑股份,化工原料,57.28,59.99,63.7,52.64,35.14,58.26,61.01,66.94,61.78,62.65,61.39,56.72,50.96,68.57,64.61,54.74,54.15,52.54,48.25,41.88,46.36,42.42,43.84,57.7,73.26,67.8,69.48,68.32,70.86,69.79,71.33,76.36,76.64,81.47,81.5,81.64,84.48,83.5,81.1,84.11,83.81,83.88,84.16,80.91,71.42,65.07,57.63,56.56,74.15,77.6,73.52,72.17,70.14,54.11,51.1,68.36,59.87,64.19,52.68,55.13,56.02,49.74,46.2,58.42,62.2,60.03,65.14,65.0,53.83,57.33,50.12,58.35,56.23,50.7,24.99,14.37,20.28,24.29,53.03,52.85,58.82,45.87,32.03,18.11,47.97,61.15,53.06,60.15,41.37,51.0,44.38,27.48,36.23,49.16,74.94,67.66,65.56,51.12,26.34,15.21
000420.SZ,吉林化纤,化纤,57.26,82.55,83.01,60.29,54.85,59.47,62.95,79.23,77.48,83.6,88.89,88.19,86.35,84.06,79.68,81.19,87.42,83.69,82.52,65.87,61.95,30.66,27.23,22.07,21.26,19.86,11.27,5.62,8.17,9.66,6.67,11.29,13.53,10.01,18.67,17.73,6.11,9.08,10.06,8.91,11.67,35.6,70.11,77.51,81.52,92.93,94.63,95.99,93.98,95.59,96.08,97.53,98.09,98.62,98.55,98.86,98.6,98.2,98.34,99.09,98.81,98.25,97.01,94.63,92.72,77.27,84.06,93.49,95.01,94.63,95.19,89.15,88.8,77.69,67.55,58.63,44.91,74.13,73.31,36.02,49.25,34.37,16.29,28.25,51.38,43.51,34.88,5.09,3.69,1.63,1.4,2.33,1.35,8.54,23.43,16.68,22.28,25.17,44.21,52.47
002009.SZ,天奇股份,工程机械,57.23,58.82,57.75,67.85,62.93,51.91,52.38,45.47,47.04,59.73,76.39,86.89,93.77,90.43,86.93,89.92,82.78,91.95,92.53,92.79,95.99,97.04,96.64,95.01,95.26,95.31,94.07,94.63,95.08,93.54,89.5,78.72,28.93,68.69,81.64,76.01,79.98,65.52,69.18,76.57,81.64,88.73,87.54,96.15,96.29,96.59,98.11,97.04,94.98,94.54,96.45,96.5,98.13,96.71,93.07,97.01,96.9,92.46,74.2,78.32,39.78,22.7,53.8,18.11,12.25,16.75,11.76,43.7,65.14,34.79,21.77,28.58,24.73,52.57,39.87,39.31,31.66,76.83,91.81,94.28,86.7,89.17,94.19,95.38,97.83,96.78,98.48,95.71,90.78,95.82,98.06,97.95,96.43,94.24,98.16,93.42,91.65,89.45,81.99,70.11
002703.SZ,浙江世宝,汽车配件,57.21,59.8,82.15,71.75,70.51,65.63,66.36,66.47,70.84,72.96,74.69,68.48,51.38,46.24,39.48,58.0,52.17,61.55,28.04,16.29,39.13,42.14,7.3,8.98,20.04,9.78,14.93,18.53,20.53,21.68,19.09,19.18,33.83,34.48,35.49,32.64,30.91,24.13,30.38,46.64,38.59,34.81,47.48,56.67,45.1,57.68,58.73,52.15,56.02,70.98,81.5,79.35,65.12,66.1,63.53,59.15,53.03,57.4,47.29,43.91,35.84,42.56,29.42,29.42,30.91,33.46,36.98,40.39,43.33,33.62,18.67,20.3,23.38,19.88,29.19,34.6,37.66,36.61,44.47,40.6,47.41,44.8,51.59,60.62,60.2,38.15,33.62,32.8,28.72,27.79,45.92,55.76,63.04,61.36,53.97,51.75,52.24,51.35,79.28,77.3
600722.SH,金牛化工,化工原料,57.19,45.92,62.65,68.01,63.02,63.11,53.27,52.61,60.36,30.31,44.03,58.31,44.03,16.57,10.27,5.34,7.4,3.97,4.18,2.75,8.68,26.39,32.94,22.68,42.98,63.07,57.14,44.17,34.69,58.87,48.53,42.74,43.54,40.5,49.42,61.76,64.68,59.47,61.9,63.56,54.95,37.21,32.03,30.21,27.48,30.68,27.58,16.66,21.09,10.29,11.71,15.12,17.29,43.35,39.45,36.28,25.62,24.29,25.66,34.86,27.65,28.67,64.21,66.94,68.9,56.6,80.12,85.35,87.56,95.73,97.34,97.92,96.43,92.98,90.41,90.67,83.97,88.66,87.33,90.92,90.41,84.41,52.17,56.6,55.81,67.64,36.28,60.45,33.25,6.23,1.54,0.86,2.54,6.67,10.57,5.95,13.51,8.1,7.02,4.08
002624.SZ,完美世界,影视音像,57.16,49.32,39.08,32.64,25.55,15.4,59.85,57.89,70.25,74.27,65.84,86.75,85.44,86.51,88.12,87.49,82.5,68.69,55.44,41.39,26.39,7.7,7.86,17.69,43.56,35.7,6.35,6.81,2.24,2.94,3.55,0.91,0.86,0.84,0.98,0.79,0.98,0.72,0.79,0.89,0.79,2.01,1.77,1.21,0.7,0.4,0.58,0.61,1.24,1.66,1.77,5.34,9.33,18.39,10.76,11.29,4.76,9.92,29.79,43.89,53.13,58.59,67.43,86.72,74.71,69.9,81.5,75.69,74.1,60.15,64.84,55.39,64.63,69.3,75.59,76.13,86.05,89.5,66.38,74.73,58.05,51.73,30.87,15.94,21.02,48.9,35.86,38.99,49.3,63.58,81.45,89.15,87.91,88.82,88.31,87.03,90.32,91.37,95.19,93.44
300770.SZ,新媒股份,影视音像,57.14,62.65,64.91,65.87,36.58,11.71,8.56,8.75,8.68,14.19,14.16,15.19,9.92,9.38,14.91,17.2,16.33,12.32,16.24,58.56,41.25,74.57,68.69,69.09,83.46,85.63,79.26,81.01,78.91,77.51,73.08,51.77,54.74,55.88,60.62,59.45,61.64,68.41,65.98,25.73,37.14,6.84,7.28,7.37,8.03,4.53,7.98,9.75,10.34,13.07,11.62,33.9,44.82,41.39,28.39,39.76,31.24,28.84,37.38,44.77,43.58,50.33,53.34,55.39,42.09,61.43,57.33,59.82,62.51,50.09,51.07,46.13,44.75,47.78,71.33,57.19,56.21,48.48,36.65,38.47,41.55,36.63,32.85,38.1,31.78,22.73,28.49,38.82,47.88,52.89,66.64,64.44,76.25,71.19,55.6,58.91,71.89,74.31,80.91,80.89
001914.SZ,招商积余,房产服务,57.12,59.38,44.33,48.93,30.38,34.27,33.41,22.07,6.18,5.88,4.18,4.41,4.57,4.39,4.25,4.88,4.06,4.71,2.92,2.87,2.01,1.52,1.68,1.19,1.05,1.26,1.24,1.52,3.92,4.83,3.15,3.8,6.51,8.96,5.86,4.5,5.76,7.65,6.28,5.9,6.09,8.14,14.3,19.79,11.25,20.72,26.15,12.39,11.48,7.23,8.89,20.25,11.76,9.54,13.65,18.32,14.61,10.29,26.13,27.18,28.3,34.79,23.12,30.87,43.93,35.53,37.24,35.91,35.95,41.37,50.68,62.06,67.62,85.63,86.93,91.86,93.98,96.87,93.14,94.8,95.92,92.72,90.74,82.97,66.19,64.86,58.4,73.38,90.41,92.11,90.15,70.91,55.76,37.49,29.07,12.44,12.58,3.59,4.13,1.63
688676.SH,金盘科技,电气设备,57.09,48.9,31.57,27.48,22.82,22.05,35.16,35.28,41.69,36.65,29.63,36.09,27.67,29.47,17.24,24.55,25.8,23.78,50.05,49.88,50.14,52.19,55.27,53.87,58.84,57.7,42.04,52.54,43.96,46.69,44.28,54.06,64.14,40.74,66.4,81.17,81.8,80.24,76.25,85.77,79.98,74.85,91.11,91.06,91.44,92.91,91.27,90.43,92.46,89.9,71.49,75.22,74.08,90.43,78.91,42.25,74.9,80.24,68.39,90.5,90.04,87.82,59.01,45.05,52.17,79.21,76.67,74.22,81.52,88.38,97.46,96.34,93.37,94.61,91.55,92.28,81.5,81.59,71.7,7.19,6.63,13.88,25.62,24.41,22.31,5.13,18.57,40.5,17.01,22.98,8.31,20.25,67.85,23.01,60.31,51.38,40.29,78.35,83.25,88.64
002973.SZ,侨银股份,环境保护,57.07,49.44,50.14,47.88,32.22,43.0,48.16,45.87,42.35,37.45,31.5,33.06,40.41,16.96,27.81,28.95,25.31,16.66,28.44,23.73,26.67,21.37,20.77,23.68,35.65,29.56,22.8,20.37,28.65,43.65,42.14,40.04,42.67,42.63,30.84,33.64,40.39,46.69,32.66,36.98,29.61,49.81,44.14,44.07,42.21,37.82,56.44,70.95,65.21,54.39,35.51,34.39,51.33,53.85,65.68,65.45,58.47,67.8,73.36,63.3,68.9,50.82,50.61,49.77,55.58,55.6,44.96,34.16,29.58,43.75,56.21,63.25,62.25,68.04,78.77,75.85,69.6,51.52,53.64,63.46,70.35,70.11,75.92,84.2,82.64,80.0,77.18,81.01,80.61,71.4,77.02,66.5,42.56,36.19,14.65,19.9,24.41,30.59,27.34,28.74
002655.SZ,共达电声,元器件,57.05,53.15,77.37,74.76,62.48,71.56,80.05,80.33,78.07,79.05,77.09,83.57,87.21,90.83,87.87,86.75,89.17,86.4,83.08,88.57,85.7,86.12,77.11,69.65,58.38,44.68,18.15,31.87,32.36,45.94,35.56,25.73,26.88,12.34,39.36,52.36,32.41,34.46,38.64,23.19,50.0,53.06,63.37,70.42,90.43,79.28,78.65,73.66,76.64,77.16,86.4,94.07,93.49,96.15,94.68,91.58,91.06,88.19,89.48,87.96,82.41,85.88,84.55,35.93,36.82,38.19,38.89,89.9,87.24,93.54,84.04,68.36,51.28,40.34,33.39,56.46,56.23,80.96,86.56,78.56,67.38,54.81,53.57,79.65,78.18,75.45,76.88,67.66,89.94,76.99,96.76,96.06,96.87,96.99,97.92,96.31,96.64,93.09,91.53,91.53
000049.SZ,德赛电池,电气设备,57.02,57.93,61.74,49.72,43.89,44.14,47.18,49.81,65.96,76.04,74.87,68.13,65.8,70.25,72.31,70.16,63.86,68.13,77.41,79.54,88.5,85.32,86.23,76.78,74.9,75.08,76.74,77.3,65.73,41.13,33.08,25.59,26.27,17.59,26.88,43.44,22.59,18.22,12.13,7.16,3.87,2.29,1.38,10.87,10.92,10.45,8.28,7.44,8.31,13.74,17.36,21.56,13.65,14.63,12.44,9.31,13.74,17.43,10.29,13.56,8.14,9.78,10.03,9.64,9.94,11.22,11.57,12.88,9.26,6.07,5.39,6.84,9.5,14.14,24.38,20.42,11.15,13.3,16.92,20.49,25.24,27.3,33.48,31.38,36.61,60.83,75.1,90.81,91.51,97.46,98.86,98.48,96.9,97.97,98.06,97.5,97.57,96.36,94.91,94.73
601869.SH,长飞光纤,通信设备,57.0,52.36,38.45,40.95,54.08,70.04,59.26,51.1,54.78,55.88,58.75,47.43,40.08,45.22,51.8,34.76,37.21,40.88,43.19,42.51,26.5,45.85,49.58,46.59,37.54,21.54,30.84,37.59,41.04,47.39,51.75,61.67,68.29,80.21,73.57,75.24,83.13,82.94,81.15,81.52,83.6,85.21,84.18,76.99,80.31,70.37,74.55,75.94,70.84,76.55,77.74,65.1,44.26,18.88,24.94,25.22,20.23,26.11,33.76,49.98,44.54,72.73,79.33,89.76,94.21,92.88,92.35,90.13,87.73,87.14,82.52,84.23,86.77,90.53,89.73,89.31,89.62,84.9,81.71,92.28,98.2,97.06,97.34,94.84,81.36,83.88,77.62,81.52,81.64,76.43,81.05,82.97,94.14,83.6,76.29,78.49,79.49,90.06,83.92,55.41
000856.SZ,冀东装备,机械基件,56.98,57.77,65.87,74.69,67.43,64.56,58.28,53.48,50.0,60.17,61.06,58.59,52.26,48.55,44.0,48.53,46.73,45.89,31.31,30.0,31.26,43.72,41.76,34.32,43.68,49.39,50.05,54.64,55.25,49.98,55.3,57.07,63.3,60.78,70.7,69.37,70.18,75.62,71.79,75.55,71.89,75.43,73.01,67.29,79.47,75.66,78.42,73.47,74.87,74.69,71.33,82.57,82.64,83.22,81.33,78.84,75.31,63.7,78.18,63.84,80.05,65.05,70.18,66.57,44.84,52.12,49.93,46.5,50.42,50.77,50.51,36.4,35.56,32.41,23.94,26.41,28.02,36.02,46.5,51.33,42.56,40.67,64.68,58.7,73.15,65.68,62.09,60.94,49.63,42.63,38.15,39.73,35.42,37.4,39.1,29.65,35.28,21.68,11.95,13.09
300177.SZ,中海达,通信设备,56.95,60.13,76.01,76.67,75.66,73.99,71.61,62.81,68.83,63.77,61.83,75.8,68.99,70.88,73.71,64.35,86.89,82.78,78.37,80.38,72.82,73.43,64.37,62.04,66.05,76.13,82.17,81.12,78.16,78.04,82.2,68.95,72.52,66.8,70.04,74.92,56.09,62.09,66.68,72.49,74.45,71.91,69.9,70.6,66.26,68.15,30.49,35.58,34.32,47.48,57.3,75.43,74.2,75.43,72.17,69.55,74.94,64.72,48.23,34.46,47.57,60.31,52.59,47.95,42.98,32.83,45.59,54.92,59.29,46.69,25.66,18.85,19.51,18.08,13.58,13.0,8.73,8.8,11.5,14.23,6.37,6.14,8.84,10.57,14.77,12.62,19.02,10.71,11.76,1.47,1.68,2.12,2.5,2.4,4.81,8.89,7.84,10.52,12.95,9.64
688096.SH,京源环保,环境保护,56.93,61.81,68.76,56.91,65.31,55.02,59.8,57.19,60.45,51.45,50.14,56.95,55.46,44.56,32.48,44.61,47.99,48.09,52.05,59.15,64.65,63.07,57.96,62.41,57.7,62.95,52.66,48.76,45.22,47.36,53.03,45.68,53.97,50.49,53.94,58.24,58.63,55.83,55.88,52.01,47.85,44.96,46.92,50.47,55.46,51.4,64.54,69.95,66.31,65.45,52.82,64.4,54.39,62.16,64.05,49.39,49.74,61.39,53.15,49.56,61.9,60.73,54.78,58.91,44.21,45.57,40.97,33.74,37.91,41.74,46.59,35.81,46.06,35.67,30.82,41.44,37.49,25.38,30.49,33.99,20.51,20.65,22.8,22.19,26.41,25.66,22.03,16.38,19.02,14.7,13.04,17.76,12.32,19.18,21.58,19.18,21.09,24.55,26.08,30.56
688663.SH,新风光,电气设备,56.91,44.89,68.46,55.2,35.44,19.06,12.44,30.91,37.82,62.23,42.91,71.49,68.46,65.52,33.46,60.62,61.22,61.69,79.75,83.53,85.63,89.27,86.16,90.22,88.66,94.52,93.63,93.37,92.46,80.35,87.33,92.16,92.21,92.11,97.25,99.14,99.53,99.11,99.11,98.16,97.53,97.99,98.39,99.44,99.0,97.53,97.78,97.62,98.04,98.44,97.46,93.35,93.19,92.93,75.69,1.21,0.65,4.69,1.66,8.49,6.86,4.71,1.82,0.28,0.63,0.72,0.84,0.79,1.19,0.79,1.47,4.67,2.64,6.49,23.82,89.27,90.9,92.09,88.75,58.59,43.68,43.91,91.69,85.6,92.88,88.68,94.17,98.18,98.9,99.81,99.81,99.88,99.91,99.93,99.93,99.95,99.98,99.93,99.91,99.93
300351.SZ,永贵电器,运输设备,56.88,65.24,63.63,67.99,65.8,66.17,70.18,72.17,74.43,76.9,77.3,73.73,75.59,77.65,73.29,81.45,80.89,81.75,76.06,76.18,72.33,68.69,68.76,64.56,61.6,51.75,45.33,55.39,52.17,57.28,57.89,63.02,67.52,61.39,70.81,65.0,64.09,63.23,70.37,70.86,70.7,68.32,82.06,88.96,87.63,88.4,86.0,82.76,85.35,82.66,85.63,81.8,65.33,70.07,51.75,45.19,66.12,74.78,70.86,65.19,56.42,75.57,44.17,21.07,27.37,26.69,57.26,57.49,51.94,52.8,42.53,49.79,56.86,47.95,39.27,43.58,24.78,19.39,16.71,15.49,19.11,13.04,18.71,23.87,27.2,33.39,17.55,21.07,19.46,12.09,13.28,15.96,21.12,56.77,88.61,87.94,89.94,87.75,87.96,97.92
688180.SH,君实生物-U,生物制药,56.86,52.5,26.88,31.73,28.25,29.26,24.92,21.07,23.1,29.49,24.29,20.09,15.73,7.86,8.0,5.86,4.69,3.73,3.62,3.45,3.99,4.92,6.98,6.53,1.89,1.84,1.94,1.96,1.45,1.52,1.28,2.36,2.1,1.84,1.47,3.36,3.64,8.0,8.28,13.49,8.75,8.35,7.26,7.44,26.15,21.89,26.83,23.4,23.15,56.37,33.92,28.95,26.13,35.77,30.26,19.13,33.48,11.92,16.61,16.08,23.01,21.84,17.92,16.8,18.43,30.26,32.69,35.81,40.55,13.81,30.84,24.73,30.19,32.38,45.64,45.5,25.78,48.37,45.12,47.9,39.85,26.78,29.72,43.75,46.2,35.25,35.14,25.1,27.13,20.81,17.38,18.01,27.6,20.23,9.01,11.01,16.94,13.18,12.58,5.88
600804.SH,鹏博士,电信运营,56.84,54.11,49.58,57.58,30.49,46.94,33.5,27.13,33.6,23.43,23.59,23.01,18.85,15.17,14.23,13.98,14.44,17.24,10.06,10.22,7.05,8.56,12.25,8.4,27.6,18.78,41.67,42.58,30.75,31.75,35.7,29.75,37.77,41.65,39.5,21.98,50.65,44.47,49.91,56.44,50.84,47.95,48.25,46.13,43.4,36.56,26.18,21.3,27.81,73.31,82.22,86.49,74.48,63.65,75.1,94.77,94.82,94.21,97.53,95.82,96.64,95.99,95.57,96.27,97.71,97.92,97.53,98.6,98.55,95.61,96.36,96.73,96.99,96.24,94.94,91.53,83.15,75.24,52.17,75.2,81.8,87.91,70.35,86.56,78.37,76.48,60.31,29.07,21.89,49.49,17.87,15.45,30.26,37.8,40.57,17.83,11.04,21.72,18.41,9.59
300315.SZ,掌趣科技,互联网,56.81,60.31,71.02,78.53,74.85,71.42,65.47,57.96,57.02,39.62,32.41,39.71,41.46,38.22,57.37,51.77,57.19,53.24,20.46,20.63,14.77,23.5,30.19,14.75,15.38,16.31,15.28,25.43,20.39,30.56,35.98,30.96,29.33,43.65,34.2,19.44,20.44,13.3,11.01,10.24,10.03,6.32,2.89,4.04,4.71,3.57,6.28,6.11,6.88,6.98,6.18,6.25,5.55,9.24,11.36,15.56,18.74,20.58,41.09,49.65,49.63,50.93,64.75,87.73,78.65,78.53,80.8,76.46,77.88,82.55,78.35,78.98,83.22,77.3,76.74,80.47,75.66,81.71,74.73,79.49,76.9,81.89,66.12,19.76,37.49,53.92,30.68,39.92,61.04,45.64,53.71,51.31,53.22,67.27,79.07,75.59,76.46,79.16,83.11,82.9
300058.SZ,蓝色光标,广告包装,56.79,50.16,51.73,41.51,48.06,53.97,51.14,29.84,32.36,33.5,32.31,37.14,24.94,19.48,20.16,24.15,24.29,24.69,20.6,25.94,10.52,19.83,17.76,17.92,20.58,18.74,20.18,26.88,28.07,31.87,27.41,33.27,37.54,42.02,42.46,34.76,35.77,36.0,32.27,32.64,31.75,24.1,25.2,27.25,29.35,28.3,30.1,26.06,30.07,26.64,45.45,32.62,36.4,37.89,41.41,49.04,55.41,48.23,55.16,60.34,66.73,65.63,70.58,73.89,69.27,72.77,76.15,76.97,73.12,73.12,59.47,63.11,67.71,67.85,62.18,59.96,49.3,48.97,45.92,38.71,32.85,37.49,30.77,26.08,8.98,6.77,8.54,7.75,8.84,7.51,7.37,13.0,10.62,11.9,16.24,20.6,30.1,40.06,79.82,82.17
603926.SH,铁流股份,汽车配件,56.77,79.7,65.7,71.12,44.66,73.45,87.03,84.88,91.65,91.86,92.3,91.16,90.2,90.71,88.26,89.06,87.82,86.54,85.14,72.45,74.31,72.56,76.97,75.8,86.54,77.02,60.43,65.84,27.67,42.14,44.38,48.88,50.12,48.34,59.26,51.05,62.74,66.26,63.65,78.28,73.92,52.36,57.98,56.46,61.95,84.41,56.11,30.35,27.02,23.01,25.06,40.2,66.64,64.33,63.25,74.41,52.4,46.64,35.02,31.64,29.28,45.59,38.36,53.64,40.5,13.91,49.72,55.13,67.73,62.95,74.62,61.01,32.03,22.05,27.11,19.23,35.65,28.11,38.38,42.37,37.54,36.89,42.63,35.93,46.73,57.12,40.39,55.04,49.32,46.8,24.48,38.68,35.67,56.21,56.23,57.98,40.34,58.0,57.79,62.6
603037.SH,凯众股份,汽车配件,56.74,62.25,59.89,64.12,52.59,64.54,64.56,65.91,65.77,63.39,65.66,62.37,65.89,67.99,67.03,65.8,65.84,58.35,26.29,29.84,34.69,59.75,48.41,40.85,51.63,37.82,32.24,29.09,30.94,32.5,31.17,36.33,40.48,32.22,28.46,29.09,26.95,32.99,52.45,56.56,62.41,36.16,50.65,56.35,74.66,62.6,62.86,68.29,66.12,82.22,83.43,77.88,70.95,81.26,88.31,88.54,86.0,84.9,87.31,83.34,78.07,83.97,75.36,70.14,37.03,49.23,59.31,53.66,58.63,43.96,48.6,46.31,47.99,33.76,25.48,25.08,33.04,26.57,31.36,36.54,44.52,39.69,57.28,69.93,79.23,84.34,81.31,83.69,80.33,83.15,79.19,85.14,74.57,77.58,90.6,89.87,87.05,95.01,95.71,92.58
603948.SH,建业股份,化工原料,56.72,56.77,60.55,64.96,65.68,54.43,60.71,58.98,67.52,63.51,64.77,54.13,41.93,47.53,47.08,30.52,27.74,37.91,26.95,26.88,42.49,53.73,41.11,41.09,57.33,66.68,60.1,56.51,52.36,53.17,54.55,61.13,65.77,60.06,60.78,65.91,66.03,63.58,63.74,64.93,63.88,60.22,65.33,56.25,59.45,60.59,66.1,74.29,70.79,74.97,81.61,72.8,72.98,78.42,80.98,71.96,68.39,65.12,58.21,60.69,56.39,55.23,63.02,79.42,66.54,68.53,68.74,78.23,89.38,95.36,97.39,98.74,99.46,99.07,98.37,99.16,99.79,99.49,99.32,98.69,98.23,98.41,98.53,98.58,98.72,98.18,99.28,99.58,99.23,98.81,97.08,93.4,83.5,90.81,98.13,90.64,55.06,68.55,75.41,89.34
